bucket,word,count
ground,somerton,1
ground,ray,1
ground,prendergast,1
ground,jarlath,1
ground,tony,1
ground,tus,1
ground,[colaiste,1
ground,grounds],1
ground,max,1
ground,mcgrath,1
ground,streete,1
ground,parish,1
ground,centre,1
ground,bridget,1
ground,killygarry,1
ground,athletic,1
ground,macfinn,1
ground,ramor,1
ground,united,1
ground,dolan,1
ground,edwin,1
ground,carolan,1
ground,pj,1
ground,duke,1
ground,cholmcille,1
ground,matthew,1
ground,gilmartin,1
ground,fitzpatrick,1
ground,rathluden,1
ground,scoil,1
ground,ide,1
ground,jones,1
ground,healy,1
ground,killyan,1
ground,mhichil,1
ground,boyle,1
ground,running,1
ground,raghallaigh,1
ground,ballyheigue,1
ground,sheamuis,1
ground,stiophain,1
ground,finian,1
ground,goulding,1
ground,parnell,1
ground,croke,1
ground,tully,1
ground,railway,1
ground,lig,1
ground,arigid,1
ground,cahan,1
ground,imeartha,1
ground,ghaelscoil,1
ground,chill,1
ground,dara,1
ground,cardineal,1
ground,domnaill,1
ground,bpiarsach,1
ground,diarmada,1
ground,celtic,1
ground,killeavy,1
ground,salle,1
ground,college,1
ground,kenyon,1
ground,mary’s,1
ground,macken,1
ground,chonchuir,1
ground,peregrine,1
ground,oakview,1
ground,pitch,1
ground,gramhnaigh,1
ground,ath,1
ground,bui,1
ground,clann,1
ground,dr,1
ground,morris,1
ground,camogaiochta,1
ground,iniscartha,1
ground,asaigh,1
ground,gilson,1
ground,boyne,1
ground,nog,1
ground,main,1
ground,tiernach’s,1
ground,tyholland,1
ground,kilmovee,1
ground,shane,1
ground,mcgettigan,1
ground,allen,1
ground,gaels,1
ground,hagan,1
ground,dhalaigh,1
ground,robert,1
ground,cloghran,1
ground,ardtole,1
ground,platinum,1
ground,tanks,1
ground,duggan,1
ground,grove,1
ground,mcevoy,1
ground,athair,1
ground,raifeartaigh,1
ground,roosters,1
ground,spink,1
ground,kirwan,1
ground,chubb,1
ground,renville,1
ground,gerard,1
ground,mcgleenan,1
ground,jimmy,1
ground,pentony,1
ground,mick,1
ground,neville,1
ground,cliftonville,1
ground,cricky,1
ground,lorcain,1
ground,thuathail,1
ground,kilcoyne,1
club,gaa,739
club,club,243
club,st,73
club,gfc,66
club,pitch,50
club,gac,42
club,saint,41
club,clg,29
club,hurling,20
club,grounds,20
club,gaels,19
club,park,19
club,football,16
club,gaelic,16
club,naomh,15
club,centre,15
club,og,14
club,mary,12
club,patrick,11
club,rovers,11
club,sports,9
club,emmets,9
club,eire,9
club,camogie,8
club,shamrocks,8
club,excellence,7
club,colmcille,6
club,harps,5
club,pitches,5
club,gael,5
club,ground,5
club,complex,5
club,john,5
club,brigid,5
club,sean,5
club,rangers,5
club,wolfe,4
club,tones,4
club,clann,4
club,erin,4
club,old,4
club,patricks,4
club,raheny,4
club,fr,4
club,eoghan,4
club,blues,4
club,community,4
club,joseph,4
club,kiltale,4
club,field,4
club,athletic,4
club,peregrine,4
club,national,3
club,own,3
club,gaeil,3
club,kevin,3
club,james,3
club,newtown,3
club,fianna,3
club,arklow,3
club,rock,3
club,geraldines,3
club,michael,3
club,carrick,3
club,lacken,3
club,thomas,3
club,sarsfields,3
club,rossa,3
club,lavey,3
club,drom,3
club,grange,3
club,house,3
club,oliver,3
club,plunkett,3
club,newcastle,3
club,broadford,3
club,kilbride,3
club,round,3
club,towers,3
club,neills,3
club,ruadh,3
club,scoil,2
club,piarsaigh,2
club,blackrock,2
club,phairc,2
club,stradbally,2
club,roanmore,2
club,erins,2
club,chiarain,2
club,mount,2
club,salle,2
club,cleaboy,2
club,quin,2
club,rapparees,2
club,finian,2
club,campus,2
club,camross,2
club,school,2
club,mhuire,2
club,sarsfield,2
club,passage,2
club,ballinhassig,2
club,bosco,2
club,kilruane,2
club,doire,2
club,moy,2
club,davitts,2
club,new,2
club,davitt,2
club,clonee,2
club,youghal,2
club,ballinagh,2
club,columba,2
club,granard,2
club,geashill,2
club,kill,2
club,ballymore,2
club,oldcastle,2
club,united,2
club,menlough,2
club,eastern,2
club,phobail,2
club,abbey,2
club,casey,2
club,corofin,2
club,easkey,2
club,tennis,2
club,galway,2
club,robert,2
club,cloyne,2
club,badminton,2
club,cullen,2
club,aban,2
club,inagh,2
club,kilnamona,2
club,hollymount,2
club,ballyduff,2
club,rahillys,2
club,emmetts,2
club,monaghan,2
club,callaghans,2
club,mills,2
club,laragh,2
club,celtic,2
club,ederney,2
club,carlow,2
club,town,2
club,ngael,2
club,main,2
club,glen,2
club,cuchulainn,2
club,doon,2
club,shannon,2
club,island,2
club,turloughmore,2
club,claregalway,2
club,cill,2
club,batterstown,2
club,blackhall,2
club,castlehaven,2
club,eoin,2
club,inch,2
club,loughrea,2
club,edenderry,2
club,borris,2
club,murroe,2
club,boher,2
club,glenavy,2
club,ladies,2
club,lgfa,2
club,fontenoy,2
club,midleton,2
club,jk,2
club,brackens,2
club,mitchells,2
club,association,2
club,davis,2
club,padraig,2
club,johns,2
club,neill,2
club,ilen,2
club,hill,2
club,galtee,2
club,sliabh,2
club,ultans,2
club,peter,2
club,wall,2
club,duniry,2
club,kilmurry,2
club,michaels,2
club,johnstown,2
club,donovan,2
club,mitchels,2
club,ballina,2
club,holycross,2
club,ballycahill,2
club,marys,2
club,shillelagh,2
club,clonmel,2
club,faugh,1
club,jude,1
club,ui,1
club,chonaill,1
club,vincent,1
club,colmcilles,1
club,parc,1
club,mhic,1
club,dara,1
club,anne,1
club,ballygarrett,1
club,annaghdown,1
club,afc,1
club,heath,1
club,garda,1
club,westmanstown,1
club,alsaa,1
club,barrog,1
club,maynooth,1
club,portlaw,1
club,bishopstown,1
club,spink,1
club,social,1
club,isle,1
club,saviours,1
club,skerries,1
club,ballast,1
club,pit,1
club,butlerstown,1
club,croabh,1
club,sion,1
club,ballinlough,1
club,tramore,1
club,eanna,1
club,clontarf,1
club,templeogue,1
club,synge,1
club,street,1
club,kilmacud,1
club,crokes,1
club,silver,1
club,kilmacow,1
club,kilmacthomas,1
club,mearnog,1
club,soccer,1
club,finbarr,1
club,leixlip,1
club,clooney,1
club,eadestown,1
club,cumann,1
club,luthchleas,1
club,moin,1
club,choinn,1
club,starlights,1
club,ballygunner,1
club,tullamore,1
club,burren,1
club,bray,1
club,devine,1
club,mostrim,1
club,hc,1
club,eunan,1
club,ballacolla,1
club,ballyfin,1
club,trumera,1
club,laois,1
club,sport,1
club,ireland,1
club,ballinabrannagh,1
club,innisfails,1
club,craobh,1
club,tulla,1
club,cullohill,1
club,trinity,1
club,carrigaline,1
club,kilcotton,1
club,sylvester,1
club,man,1
club,war,1
club,dempsey,1
club,crosshaven,1
club,whitehall,1
club,gaultier,1
club,wild,1
club,geese,1
club,liffey,1
club,carrigtwohill,1
club,douglas,1
club,foxrock,1
club,cabinteely,1
club,clonaslee,1
club,manman,1
club,ballygarvan,1
club,liam,1
club,maccarthy,1
club,clonard,1
club,dunshaughlin,1
club,ballyteague,1
club,robertstown,1
club,castledermot,1
club,graiguenamanagh,1
club,bagenalstown,1
club,mungret,1
club,pauls,1
club,portlaoise,1
club,corra,1
club,choill,1
club,ballymartle,1
club,christian,1
club,brothers,1
club,college,1
club,olaf,1
club,derrybeg,1
club,kickabout,1
club,hall,1
club,greystones,1
club,ballydurn,1
club,naas,1
club,steelstown,1
club,macdonaghs,1
club,kilmacanoge,1
club,ballinora,1
club,ballinore,1
club,trasna,1
club,piltown,1
club,danesfort,1
club,ballincollig,1
club,faithleach,1
club,parnells,1
club,tinahely,1
club,stmullins,1
club,ferrybank,1
club,ballymacelligot,1
club,athy,1
club,rathnew,1
club,avondale,1
club,swatragh,1
club,martin,1
club,ballymanus,1
club,gracefield,1
club,mollerans,1
club,davins,1
club,killucan,1
club,malin,1
club,clara,1
club,kilkenny,1
club,simonstown,1
club,clonea,1
club,ballyroan,1
club,drumalee,1
club,clonad,1
club,ita,1
club,declan,1
club,dicksboro,1
club,graigue,1
club,ballycallan,1
club,tullaroan,1
club,crosserlough,1
club,rower,1
club,inistioge,1
club,mullinalaghta,1
club,laurels,1
club,cappoquin,1
club,affane,1
club,gowna,1
club,abbeyside,1
club,ballinacourty,1
club,ferns,1
club,aidan,1
club,kilrossanty,1
club,rahan,1
club,rath,1
club,colman,1
club,ardrahan,1
club,ballinamere,1
club,durrow,1
club,mcgee,1
club,daingean,1
club,manning,1
club,fc,1
club,grattan,1
club,caislean,1
club,deirge,1
club,castlederg,1
club,ballymote,1
club,beal,1
club,atha,1
club,ghraorthaidh,1
club,caltra,1
club,longford,1
club,slashers,1
club,fay,1
club,crookedwood,1
club,fergals,1
club,kildorrery,1
club,connacht,1
club,ultan,1
club,rathgormack,1
club,bun,1
club,mallow,1
club,killeshandra,1
club,leaguers,1
club,kenagh,1
club,mcgann,1
club,enniscrone,1
club,kilglass,1
club,killashee,1
club,ballinasloe,1
club,dungarvan,1
club,ballyporeen,1
club,skeheenarinky,1
club,sheehys,1
club,ballysaggart,1
club,ballygiblin,1
club,rathcline,1
club,dungourney,1
club,ardagh,1
club,bleach,1
club,cealla,1
club,beaga,1
club,bandon,1
club,clonakilty,1
club,killimordaly,1
club,monivea,1
club,leo,1
club,ballymahon,1
club,kilrush,1
club,askamore,1
club,claremorris,1
club,garrymore,1
club,cortoon,1
club,windgap,1
club,cobh,1
club,ashgrove,1
club,sea,1
club,geevagh,1
club,breaffy,1
club,road,1
club,heslins,1
club,kilmaine,1
club,second,1
club,cloughbawn,1
club,delvin,1
club,hillview,1
club,putt,1
club,conahy,1
club,owenmore,1
club,belturbet,1
club,rory,1
club,moores,1
club,derrylin,1
club,tubber,1
club,neale,1
club,tarbert,1
club,gorteen,1
club,bridge,1
club,caherslee,1
club,austin,1
club,stacks,1
club,listowel,1
club,frank,1
club,sheehy,1
club,inis,1
club,academy,1
club,glin,1
club,banner,1
club,currow,1
club,dr,1
club,croke,1
club,ballylynan,1
club,cappincur,1
club,kilmaley,1
club,tubberclare,1
club,donaghmore,1
club,ashbourne,1
club,coa,1
club,devenish,1
club,gerald,1
club,griffins,1
club,moyvane,1
club,killeagh,1
club,lisbellaw,1
club,lower,1
club,lisnaskea,1
club,sixmilebridge,1
club,roslea,1
club,kerins,1
club,dwyers,1
club,gabriel,1
club,schull,1
club,ballydehob,1
club,kinsale,1
club,scotstown,1
club,aghabog,1
club,taghmon,1
club,newtownbutler,1
club,celbridge,1
club,ashford,1
club,spideal,1
club,rathgarogue,1
club,portobello,1
club,lusmagh,1
club,mogues,1
club,coolkenno,1
club,clonmore,1
club,cootehill,1
club,stratford,1
club,grangecon,1
club,kilcormac,1
club,killoughy,1
club,mucklagh,1
club,castleisland,1
club,desmonds,1
club,killeigh,1
club,mullahoran,1
club,dreadnoughts,1
club,ballymachugh,1
club,clongeen,1
club,drung,1
club,ballyhaise,1
club,endas,1
club,kildavin,1
club,clonegal,1
club,tempo,1
club,rocks,1
club,irvinestown,1
club,#1,1
club,#2,1
club,grantstown,1
club,rua,1
club,shandonagh,1
club,erne,1
club,mellan,1
club,dunmore,1
club,mchales,1
club,coralstown,1
club,kinnegad,1
club,secondary,1
club,donard,1
club,phoenix,1
club,lissan,1
club,brides,1
club,fionnbarra,1
club,dominics,1
club,maguires,1
club,ballycumber,1
club,hawkfield,1
club,straffan,1
club,maguiresbridge,1
club,cullaville,1
club,raghallaigh,1
club,ferbane,1
club,cloghan,1
club,castlemartyr,1
club,sionainne,1
club,belnaleck,1
club,courtwood,1
club,dawson,1
club,commercials,1
club,blarney,1
club,belmont,1
club,our,1
club,lady,1
club,burgess,1
club,setanta,1
club,o’donovan,1
club,belcoo,1
club,eustace,1
club,derrygonnelly,1
club,arva,1
club,menlo,1
club,garnish,1
club,grangenolvin,1
club,rynaghs,1
club,doheny,1
club,sam,1
club,maguire,1
club,crinkill,1
club,carryduff,1
club,palatine,1
club,bennekerry,1
club,emeralds,1
club,gracedieu,1
club,ballynacargy,1
club,lucan,1
club,lomans,1
club,ardclough,1
club,drumree,1
club,coalisland,1
club,brookeborough,1
club,kinawley,1
club,knocks,1
club,university,1
club,keel,1
club,kinnitty,1
club,swinford,1
club,clareen,1
club,portmagee,1
club,chartha,1
club,moyle,1
club,churchill,1
club,caherline,1
club,castlemitchell,1
club,balla,1
club,34,1
club,35,1
club,30,1
club,29,1
club,21,1
club,22,1
club,killygarry,1
club,maghera,1
club,macfinn,1
club,mullagh,1
club,clare,1
club,cavan,1
club,killinkere,1
club,denn,1
club,12,1
club,13,1
club,10,1
club,12a,1
club,roche,1
club,barryroe,1
club,cornafean,1
club,treacys,1
club,aughawillan,1
club,west,1
club,ballyboughal,1
club,swanlinbar,1
club,walterstown,1
club,cahir,1
club,templeport,1
club,corlough,1
club,kildallan,1
club,cashel,1
club,king,1
club,cormacs,1
club,rockwell,1
club,cappagh,1
club,moorefield,1
club,squash,1
club,area,1
club,ballinagar,1
club,croghan,1
club,rhode,1
club,clonbulloge,1
club,walsh,1
club,coolderry,1
club,shinrone,1
club,ballycommon,1
club,rosenallis,1
club,mountrath,1
club,in,1
club,ossory,1
club,rathdowney,1
club,abbeyleix,1
club,annough,1
club,portarlington,1
club,mountmellick,1
club,moyne,1
club,templetouhy,1
club,ballinakill,1
club,timahoe,1
club,cappamore,1
club,pallasgreen,1
club,monasterevin,1
club,allenwood,1
club,kilcock,1
club,nurney,1
club,laurence,1
club,suncroft,1
club,kilcullen,1
club,ellistown,1
club,johnstownbridge,1
club,raheens,1
club,hanrahan,1
club,leighlin,1
club,brid,1
club,tinryland,1
club,rathvilly,1
club,leinster,1
club,ballinkillen,1
club,fenagh,1
club,fighting,1
club,cocks,1
club,hospital,1
club,herbertstown,1
club,arravale,1
club,tracey,1
club,bride,1
club,kilcloon,1
club,ballinacurra,1
club,badoney,1
club,glenealy,1
club,changing,1
club,rooms,1
club,mullingar,1
club,cusack,1
club,drumlane,1
club,hollywood,1
club,blessington,1
club,kilkerrin,1
club,clonberne,1
club,islandeady,1
club,urhan,1
club,stars,1
club,aghadrumsee,1
club,moate,1
club,all,1
club,whites,1
club,good,1
club,counsel,1
club,drumgoon,1
club,westport,1
club,templenoe,1
club,colt,1
club,silvermines,1
club,kilcornan,1
club,brideview,1
club,courcey,1
club,castledawson,1
club,greenlough,1
club,fingallians,1
club,leamh,1
club,dearg,1
club,kilcummin,1
club,nire,1
club,fourmilewater,1
club,renard,1
club,magheracloone,1
club,aughnamullen,1
club,tipperary,1
club,county,1
club,boherbue,1
club,glanmire,1
club,clonguish,1
club,cardinal,1
club,donnell,1
club,athletics,1
club,kildare,1
club,lattin,1
club,kildangan,1
club,canices,1
club,playground,1
club,kiladangan,1
club,tullylish,1
club,tooles,1
club,tattyreagh,1
club,trim,1
club,saul,1
club,armagh,1
club,drumquin,1
club,castletownbere,1
club,mcdermott,1
club,roscrea,1
club,games,1
club,development,1
club,corrinshego,1
club,practice,1
club,tallow,1
club,russel,1
club,kilgarvan,1
club,adrigole,1
club,glengarriff,1
club,goleen,1
club,clifden,1
club,argideen,1
club,ballinrobe,1
club,flanagan,1
club,scarriff,1
club,mc,1
club,geough,1
club,ardfinnan,1
club,ballygalget,1
club,randal,1
club,tracton,1
club,ballylanders,1
club,monica,1
club,golden,1
club,kilfeacle,1
club,uisce,1
club,chaoin,1
club,lub,1
club,shane,1
club,balinderry,1
club,ballybricken,1
club,bohermore,1
club,middletown,1
club,margarets,1
club,aghyaran,1
club,davog,1
club,dorset,1
club,emett,1
club,maudlintown,1
club,volunteers,1
club,fingal,1
club,ravens,1
club,ballinascarthy,1
club,gleann,1
club,laoi,1
club,cloughduv,1
club,knocknagree,1
club,kilmeen,1
club,kilbree,1
club,mullaghbawn,1
club,clu,1
club,halo,1
club,tiles,1
club,wexford,1
club,carrickcruppen,1
club,threecastles,1
club,bottom,1
club,kiltegan,1
club,cumber,1
club,forest,1
club,curry,1
club,kilbrittain,1
club,sand,1
club,cross,1
club,tourin,1
club,canovee,1
club,castledaly,1
club,clondrohid,1
club,kilmichael,1
club,kilconnell,1
club,colum,1
club,watergrasshill,1
club,brian,1
club,dillons,1
club,adamstown,1
club,briarwood,1
club,boardsmill,1
club,belgooly,1
club,mayobridge,1
club,senior,1
club,ballyphehane,1
club,kilmallock,1
club,eimeid,1
club,sleacht,1
club,slieverue,1
club,glenmore,1
club,glenroe,1
club,solohead,1
club,annacarty,1
club,donohill,1
club,clogherinkoe,1
club,castlelyons,1
club,ballykelly,1
club,glenullin,1
club,moygownagh,1
club,upper,1
club,bunmahon,1
club,gcua,1
club,connell,1
club,tullysaran,1
club,tsean,1
club,chapel,1
club,farm,1
club,bryansford,1
club,ballinaboy,1
club,athlacca,1
club,crecora,1
club,manister,1
club,graiguecullen,1
club,knockshegowna,1
club,carrig,1
club,riverstown,1
club,ballingarry,1
club,hartstown,1
club,carraig,1
club,bhfear,1
club,ballyskenach,1
club,killavilla,1
club,carrigeen,1
club,tulsk,1
club,glanworth,1
club,rathkenny,1
club,meath,1
club,martry,1
club,kilskyre,1
club,fossa,1
club,swan,1
club,kilfinane,1
club,staker,1
club,wallace,1
club,carnmore,1
club,effin,1
club,croans,1
club,warrenpoint,1
club,durlas,1
club,ballyholland,1
club,maur,1
club,young,1
club,irelands,1
club,newcestown,1
club,diarmuid,1
club,mathuna,1
club,dromoda,1
club,ruairi,1
club,russell,1
club,union,1
club,horeswood,1
club,kilmainhamwood,1
club,ballyhea,1
club,buttevant,1
club,gusserane,1
club,rathpeacon,1
club,ghaoth,1
club,dobhair,1
club,craughwell,1
club,uibh,1
club,laoire,1
club,tommy,1
club,larkins,1
club,beart,1
club,ballypickas,1
club,ballinabrakey,1
club,ratheniska,1
club,moynalty,1
club,rheban,1
club,tynagh,1
club,bodyke,1
club,ogonnelloe,1
club,belclare,1
club,killeeshil,1
club,trillick,1
club,macartan,1
club,fechin,1
club,mark,1
club,lachtain,1
club,moycarkey,1
club,milford,1
club,oughterard,1
club,two,1
club,mile,1
club,clonakenny,1
club,loughmore,1
club,castleiney,1
club,newbridge,1
club,ballymaguigan,1
club,treas,1
club,ibrickane,1
club,rahoon,1
club,downings,1
club,boherlahan,1
club,dualla,1
club,weaver,1
club,fields,1
club,clanna,1
club,drumragh,1
club,killyclogher,1
club,tyrone,1
club,garvaghey,1
club,prarie,1
club,pallaskenry,1
club,cordal,1
club,annaduff,1
club,cork,1
club,catherine,1
club,whitegate,1
club,lisdowney,1
club,bantry,1
club,tadhg,1
club,maccarthaigh,1
club,fenians,1
club,feenagh,1
club,kilmeedy,1
club,carbery,1
club,castletown,1
club,terry,1
club,coyle,1
club,attical,1
club,drumbaragh,1
club,shercock,1
club,redhills,1
club,butlersbridge,1
club,saval,1
club,kilcoo,1
club,castlewellan,1
club,ballela,1
club,kildimo,1
club,aghaderg,1
club,ballyvarley,1
club,burrishoole,1
club,nauls,1
club,carramore,1
club,inniskeen,1
club,grattans,1
club,kells,1
club,ac,1
club,gortletteragh,1
club,truagh,1
club,clontibret,1
club,cremartin,1
club,killeevan,1
club,sarasfields,1
club,corduff,1
club,gall,1
club,watty,1
club,graham,1
club,doohamlet,1
club,latton,1
club,rahilly,1
club,oram,1
club,stephenites,1
club,kilsheelan,1
club,kilcash,1
club,peace,1
club,link,1
club,mullinavat,1
club,ballybacon,1
club,cj,1
club,kickhams,1
club,mullinahone,1
club,killenaule,1
club,gortnahoe,1
club,glengoole,1
club,glub,1
club,bonniconlon,1
club,clonoulty,1
club,rossmore,1
club,upperchurch,1
club,drombane,1
club,aherlow,1
club,emly,1
club,colligan,1
club,kilgobnet,1
club,rosslare,1
club,kilshannig,1
club,coiste,1
club,chontae,1
club,chiarrai,1
club,lislea,1
club,clan,1
club,bennetsbridge,1
club,philipstown,1
club,bright,1
club,dundalk,1
club,loughgiel,1
club,hub,1
club,wicklow,1
club,kilcoole,1
club,carnew,1
club,delanys,1
club,sylvesters,1
club,knockananna,1
club,dunlavin,1
club,belmullet,1
club,gleneally,1
club,tourlestrane,1
club,smith,1
club,brien,1
club,tourmakeady,1
club,caherlistrane,1
club,teconnaught,1
club,tir,1
club,nog,1
club,ballon,1
club,ballinure,1
club,moneygall,1
club,killeshin,1
club,barrowhouse,1
club,arles,1
club,killeen,1
club,milltown,1
club,crettyard,1
club,shanahoe,1
club,kyle,1
club,bloom,1
club,coolboy,1
club,barndarrig,1
club,leighlinbridge,1
club,millford,1
club,kilcavan,1
club,ballinteer,1
club,clondegad,1
club,derrynoose,1
club,moninne,1
club,killeavy,1
club,waterville,1
club,sneem,1
club,riverside,1
club,crookstown,1
club,ballydesmond,1
club,macroom,1
club,ballymacnab,1
club,conduff,1
club,ennistymon,1
club,killimer,1
club,eskra,1
club,fintona,1
club,pearses,1
club,martra,1
club,aodh,1
club,realt,1
club,mara,1
club,sennan,1
club,letterkenny,1
club,rugby,1
club,firies,1
club,father,1
club,rathkeale,1
club,knockane,1
club,doneraile,1
club,adare,1
club,ceithre,1
club,maistri,1
club,four,1
club,masters,1
club,senan,1
club,thurles,1
club,ros,1
club,glas,1
club,stmarys,1
club,maccumhaill,1
club,oran,1
club,leitrim,1
club,newport,1
club,rathmore,1
club,tuosist,1
club,ballymoney,1
club,osnat,1
club,ronan,1
club,lismore,1
club,ballyhegan,1
club,lissummon,1
club,madden,1
club,high,1
club,moss,1
club,malachy,1
club,portadown,1
club,lynch,1
club,pearse,1
club,waterside,1
club,kilmoganny,1
club,ruan,1
club,currys,1
club,liscannor,1
club,killanena,1
club,kieran,1
club,ballyea,1
club,listry,1
club,athea,1
club,ballysteen,1
club,camogue,1
club,feohanagh,1
club,castlemahon,1
club,knockainey,1
club,tullylease,1
club,lixnaw,1
club,dromcollogher,1
club,bunnanaddan,1
club,sligo,1
